YMNHSRD,GFKHSRD,Arcane Leather Gloves Of Vitality,Gloves,Arcane Leather Gloves Of Vitality$Insured$Weight: 1 Stone$Brittle$Cold Eater 12%$Casting Focus 2%$Mana Increase 2$Hit Point Regeneration 3$Mana Regeneration 1$Lower Mana Cost 6%$Lower Reagent Cost 20%$Physical Resist 17%$Fire Resist 19%$Cold Resist 18%$Poison Resist 18%$Energy Resist 18%$Strength Requirement 20$Durability 255 / 255$* Requires The "Stygian Abyss" Expansion$Major Artifact$ 
FMNHSRD,AGKHSRD,Arcane Leaf Arms Of Haste,Arms,Arcane Leaf Arms Of Haste$Insured$Weight: 2 Stones$Elves Only$Brittle$Casting Focus 2%$Dexterity Bonus 4$Intelligence Bonus 5$Stamina Increase 10$Mana Increase 2$Stamina Regeneration 2$Mana Regeneration 1$Lower Mana Cost 2%$Physical Resist 17%$Fire Resist 18%$Cold Resist 17%$Poison Resist 19%$Energy Resist 19%$Strength Requirement 15$Durability 255 / 255$* Requires The "Stygian Abyss" Expansion$Legendary Artifact$ 
QLNHSRD,GFKHSRD,Arcane Platemail Legs Of Restoration,Legs,Arcane Platemail Legs Of Restoration$Insured$Weight: 7 Stones$Brittle$Damage Eater 15%$Casting Focus 1%$Intelligence Bonus 5$Hit Point Regeneration 2$Stamina Regeneration 3$Mana Regeneration 3$Lower Reagent Cost 25%$Physical Resist 20%$Fire Resist 18%$Cold Resist 17%$Poison Resist 18%$Energy Resist 17%$Mage Armor$Strength Requirement 90$Durability 255 / 255$* Requires The "Stygian Abyss" Expansion$Legendary Artifact$ 
TLNHSRD,GFKHSRD,Arcane Leather Gorget Of Vitality,Gorget,Arcane Leather Gorget Of Vitality$Insured$Weight: 1 Stone$Brittle$Fire Eater 12%$Casting Focus 1%$Strength Bonus 5$Intelligence Bonus 4$Hit Point Regeneration 2$Mana Regeneration 1$Lower Mana Cost 6%$Lower Reagent Cost 20%$Physical Resist 17%$Fire Resist 19%$Cold Resist 18%$Poison Resist 18%$Energy Resist 18%$Strength Requirement 20$Durability 255 / 255$* Requires The "Stygian Abyss" Expansion$Legendary Artifact$ 
MLNHSRD,AGKHSRD,Arcane Leaf Tunic Of Haste,Chest,Arcane Leaf Tunic Of Haste$Insured$Weight: 2 Stones$Elves Only$Brittle$Casting Focus 2%$Dexterity Bonus 4$Intelligence Bonus 4$Stamina Increase 10$Stamina Regeneration 2$Mana Regeneration 1$Lower Mana Cost 8%$Lower Reagent Cost 10%$Physical Resist 17%$Fire Resist 18%$Cold Resist 17%$Poison Resist 19%$Energy Resist 19%$Strength Requirement 20$Durability 255 / 255$* Requires The "Stygian Abyss" Expansion$Legendary Artifact$ 
ZKNHSRD,NFKHSRD,Mystic Vulture Helm Of Haste,Helm,Mystic Vulture Helm Of Haste$Insured$Weight: 5 Stones$Elves Only$Brittle$Dexterity Bonus 5$Intelligence Bonus 2$Stamina Increase 8$Mana Increase 8$Mana Regeneration 1$Lower Mana Cost 10%$Physical Resist 20%$Fire Resist 16%$Cold Resist 17%$Poison Resist 2%$Energy Resist 20%$Mage Armor$Strength Requirement 25$Durability 255 / 255$Major Artifact$ 
ALNHSRD,NFKHSRD,Mystic Close Helm Of Haste,Helm,Mystic Close Helm Of Haste$Insured$Weight: 5 Stones$Brittle$Dexterity Bonus 4$Intelligence Bonus 1$Stamina Increase 8$Mana Increase 8$Mana Regeneration 3$Lower Mana Cost 8%$Physical Resist 18%$Fire Resist 18%$Cold Resist 18%$Poison Resist 18%$Energy Resist 3%$Mage Armor$Strength Requirement 55$Durability 255 / 255$Major Artifact$ 
NPNHSRD,NFKHSRD,Arcane Leaf Gloves Of Haste,Gloves,Arcane Leaf Gloves Of Haste$Insured$Weight: 2 Stones$Elves Only$Brittle$Casting Focus 2%$Dexterity Bonus 4$Stamina Increase 8$Mana Increase 4$Stamina Regeneration 3$Mana Regeneration 1$Lower Mana Cost 10%$Lower Reagent Cost 5%$Physical Resist 17%$Fire Resist 18%$Cold Resist 17%$Poison Resist 19%$Energy Resist 19%$Strength Requirement 10$Durability 255 / 255$* Requires The "Stygian Abyss" Expansion$Legendary Artifact$ 
RPNHSRD,AGKHSRD,Arcane Tall Straw Hat Of Haste,Helm,Arcane Tall Straw Hat Of Haste$Insured$Weight: 1 Stone$Brittle$Casting Focus 2%$Dexterity Bonus 4$Intelligence Bonus 4$Stamina Increase 10$Mana Increase 2$Stamina Regeneration 2$Lower Mana Cost 4%$Lower Reagent Cost 20%$Physical Resist 15%$Fire Resist 20%$Cold Resist 24%$Poison Resist 20%$Energy Resist 20%$Strength Requirement 10$Durability 255 / 255$* Requires The "Stygian Abyss" Expansion$Legendary Artifact$ 
IPNHSRD,AGKHSRD,Mystic Studded Gorget Of Haste,Gorget,Mystic Studded Gorget Of Haste$Insured$Weight: 1 Stone$Brittle$Dexterity Bonus 4$Intelligence Bonus 2$Stamina Increase 10$Mana Increase 10$Stamina Regeneration 3$Mana Regeneration 1$Lower Mana Cost 10%$Physical Resist 17%$Fire Resist 19%$Cold Resist 18%$Poison Resist 18%$Energy Resist 19%$Mage Armor$Strength Requirement 25$Durability 255 / 255$Legendary Artifact$ 
