EOEZQSD,DNEZQSD,Arcane Leaf Gorget Of Haste,Gorget,Arcane Leaf Gorget Of Haste$Insured$Weight: 2 Stones$Elves Only$Brittle$Casting Focus 1%$Dexterity Bonus 4$Stamina Increase 8$Mana Increase 4$Stamina Regeneration 3$Mana Regeneration 1$Lower Mana Cost 8%$Lower Reagent Cost 25%$Physical Resist 17%$Fire Resist 18%$Cold Resist 17%$Poison Resist 19%$Energy Resist 19%$Strength Requirement 10$Durability 255 / 255$* Requires The "Stygian Abyss" Expansion$Legendary Artifact$ 
HOEZQSD,DNEZQSD,Mystic Platemail Tunic Of Haste,Chest,Mystic Platemail Tunic Of Haste$Insured$Weight: 10 Stones$Brittle$Dexterity Bonus 5$Intelligence Bonus 2$Stamina Increase 8$Mana Increase 8$Stamina Regeneration 2$Mana Regeneration 3$Lower Mana Cost 8%$Physical Resist 20%$Fire Resist 18%$Cold Resist 17%$Poison Resist 18%$Energy Resist 17%$Mage Armor$Strength Requirement 95$Durability 255 / 255$Legendary Artifact$ 
YNEZQSD,DNEZQSD,Arcane Leather Sleeves Of Haste,Arms,Arcane Leather Sleeves Of Haste$Insured$Weight: 2 Stones$Brittle$Dexterity Bonus 4$Intelligence Bonus 1$Stamina Increase 8$Mana Increase 8$Stamina Regeneration 3$Mana Regeneration 1$Lower Mana Cost 10%$Lower Reagent Cost 5%$Physical Resist 17%$Fire Resist 19%$Cold Resist 18%$Poison Resist 18%$Energy Resist 18%$Strength Requirement 20$Durability 255 / 255$Legendary Artifact$ 
WNEZQSD,KMDZQSD,Woodland Arms,Arms,Woodland Arms$Insured$Weight: 5 Stones$Elves Only$Brittle$Casting Focus 2%$Hit Point Increase 5$Stamina Regeneration 4$Mana Regeneration 3$Luck 150$Hit Chance Increase 4%$Lower Reagent Cost 20%$Physical Resist 5%$Fire Resist 18%$Cold Resist 2%$Poison Resist 3%$Energy Resist 2%$Lower Requirements 70%$Mage Armor$Strength Requirement 24$Durability 255 / 255$* Requires The "Stygian Abyss" Expansion$Legendary Artifact$ 
ZNEZQSD,KMDZQSD,Bracelet,Bracelet,Bracelet$Insured$Weight: 1 Stone$Peacemaking +15$Mysticism +15$Tactics +15$Antique$Enhance Potions 25%$Hit Chance Increase 15%$Faster Casting 1$Lower Reagent Cost 25%$Swing Speed Increase 10%$Durability 255 / 255$Legendary Artifact$ 
AOEZQSD,XMEZQSD,Mystic Studded Gorget Of Haste,Gorget,Mystic Studded Gorget Of Haste$Insured$Weight: 1 Stone$Brittle$Dexterity Bonus 5$Intelligence Bonus 4$Stamina Increase 10$Mana Increase 10$Stamina Regeneration 1$Lower Mana Cost 8%$Physical Resist 17%$Fire Resist 19%$Cold Resist 18%$Poison Resist 18%$Energy Resist 19%$Mage Armor$Strength Requirement 25$Durability 255 / 255$Legendary Artifact$ 
PNEZQSD,XMEZQSD,Arcane Leather Shorts Of Haste,Legs,Arcane Leather Shorts Of Haste$Insured$Weight: 3 Stones$Brittle$Dexterity Bonus 4$Intelligence Bonus 4$Stamina Increase 10$Mana Increase 4$Stamina Regeneration 2$Lower Mana Cost 2%$Lower Reagent Cost 25%$Physical Resist 17%$Fire Resist 19%$Cold Resist 18%$Poison Resist 18%$Energy Resist 18%$Strength Requirement 20$Durability 255 / 255$Legendary Artifact$ 
ONEZQSD,DNEZQSD,Arcane Bone Gloves Of Haste,Gloves,Arcane Bone Gloves Of Haste$Insured$Weight: 2 Stones$Brittle$Casting Focus 2%$Dexterity Bonus 5$Intelligence Bonus 2$Stamina Increase 8$Mana Increase 8$Stamina Regeneration 2$Mana Regeneration 1$Lower Mana Cost 8%$Physical Resist 18%$Fire Resist 18%$Cold Resist 19%$Poison Resist 17%$Energy Resist 19%$Strength Requirement 55$Durability 255 / 255$* Requires The "Stygian Abyss" Expansion$Legendary Artifact$ 
SNEZQSD,KMDZQSD,Ring,Ring,Ring$Insured$Weight: 1 Stone$Animal Lore +15$Antique$Intelligence Bonus 8$Night Sight$Luck 100$Hit Chance Increase 15%$Defense Chance Increase 20%$Faster Casting 1$Lower Reagent Cost 25%$Swing Speed Increase 10%$Durability 255 / 255$Legendary Artifact$ 
INEZQSD,DNEZQSD,Mystic Ringmail Sleeves Of Vitality,Arms,Mystic Ringmail Sleeves Of Vitality$Insured$Weight: 15 Stones$Brittle$Strength Bonus 4$Intelligence Bonus 5$Mana Increase 2$Hit Point Regeneration 3$Mana Regeneration 2$Lower Mana Cost 4%$Physical Resist 18%$Fire Resist 3%$Cold Resist 16%$Poison Resist 20%$Energy Resist 18%$Mage Armor$Strength Requirement 40$Durability 255 / 255$Major Artifact$ 
